"longitude","latitude"
25.3145,80.3137
25.4403,80.536
25.5722,80.7583
25.7106,80.9806
25.856,81.2029
26.009,81.4253
26.1702,81.6476
26.3402,81.87
26.5198,82.0923
26.7098,82.3146
26.9112,82.5369
27.125,82.7591
27.3524,82.9813
27.5946,83.2034
27.8533,83.4254
28.1301,83.6473
28.427,83.8692
28.7462,84.0909
29.0903,84.3124
29.4623,84.5338
29.8658,84.7549
30.3048,84.9759
189.6952,84.9759
190.1342,84.7549
190.5377,84.5338
190.9097,84.3124
191.2538,84.0909
191.573,83.8692
191.8699,83.6473
192.1467,83.4254
192.4054,83.2034
192.6476,82.9813
192.875,82.7591
193.0888,82.5369
193.2902,82.3146
193.4802,82.0923
193.6598,81.87
193.8298,81.6476
193.991,81.4253
194.144,81.2029
194.2894,80.9806
194.4278,80.7583
194.5597,80.536
194.6855,80.3137
194.8056,80.0914
194.9204,79.8692
195.0303,79.647
195.1355,79.4249
