"longitude","latitude"
143.6901,84.3302
145.5377,84.2028
147.304,84.0696
148.991,83.9311
150.6013,83.7876
152.1376,83.6394
153.6028,83.4869
155,83.3304
156.3322,83.1702
157.6026,83.0064
158.8141,82.8394
159.9697,82.6694
161.0724,82.4966
162.125,82.3211
163.1301,82.1433
164.0903,81.9631
165.008,81.7809
165.8855,81.5967
166.7251,81.4107
167.5288,81.2229
168.2986,81.0336
169.0362,80.8427
169.7436,80.6505
170.4222,80.4569
171.0736,80.2621
171.6992,80.0662
172.3005,79.8692
172.8787,79.6712
173.435,79.4723
173.9704,79.2724
174.4861,79.0718
174.9831,78.8703
175.4623,78.6681
175.9245,78.4653
176.3706,78.2617
176.8014,78.0576
177.2176,77.8529
177.6199,77.6477
178.0089,77.442
178.3852,77.2357
178.7495,77.0291
179.1022,76.822
179.444,76.6145
179.7751,76.4067
180.0963,76.1985
180.4077,75.99
180.71,75.7812
181.0034,75.5721
181.2883,75.3628
181.565,75.1531
181.834,74.9433
182.0956,74.7332
182.3499,74.523
182.5973,74.3125
182.8381,74.1019
183.0725,73.8911
183.3008,73.6802
183.5231,73.4691
183.7398,73.2579
183.951,73.0466
184.1569,72.8351
184.3578,72.6236
184.5537,72.412
184.7449,72.2003
184.9315,71.9886
185.1137,71.7768
185.2917,71.5649
185.4655,71.353
185.6354,71.1411
185.8015,70.9291
185.9638,70.7171
186.1225,70.5051
186.2777,70.2931
186.4296,70.0811
186.5782,69.8691
186.7236,69.657
186.866,69.4451
187.0054,69.2331
187.1419,69.0211
187.2757,68.8092
187.4067,68.5974
187.5351,68.3855
187.6609,68.1737
187.7843,67.962
187.9052,67.7503
188.0239,67.5387
188.1402,67.3271
188.2544,67.1156
188.3664,66.9042
188.4763,66.6929
188.5842,66.4816
188.7941,66.0593
188.9965,65.6374
189.095,65.4266
189.1918,65.2158
189.2869,65.0052
189.3803,64.7947
189.4722,64.5843
189.5625,64.374
189.6513,64.1638
189.7386,63.9538
189.8245,63.7438
189.9089,63.534
189.992,63.3243
190.0738,63.1148
190.1542,62.9053
190.2333,62.696
190.3112,62.4869
190.3879,62.2778
190.4634,62.069
190.5377,61.8602
190.6109,61.6516
190.6829,61.4432
190.7539,61.2349
190.8238,61.0268
190.8927,60.8188
190.9605,60.6109
191.0274,60.4033
191.0933,60.1958
191.1582,59.9884
191.2222,59.7812
191.2853,59.5742
191.3475,59.3674
191.4088,59.1607
191.4692,58.9542
191.5289,58.7479
191.5877,58.5417
33.5909,69.1831
33.7363,69.3945
33.8847,69.6059
34.0362,69.8173
34.1911,70.0287
34.3493,70.2402
34.5111,70.4516
34.6764,70.6629
34.8454,70.8743
35.0184,71.0856
35.1952,71.2968
35.3762,71.5081
35.5615,71.7192
35.7512,71.9303
35.9454,72.1413
36.1443,72.3522
36.3482,72.5631
36.5571,72.7738
36.7712,72.9844
36.9908,73.1949
37.2161,73.4053
37.4472,73.6155
37.6844,73.8255
37.9279,74.0354
38.178,74.2451
38.4349,74.4546
38.699,74.6639
38.9704,74.8729
39.2495,75.0817
39.5366,75.2903
39.8321,75.4986
40.1363,75.7065
40.4495,75.9142
40.7723,76.1215
41.1048,76.3285
41.4477,76.5351
41.8014,76.7412
42.1663,76.947
42.5431,77.1523
42.9321,77.3571
43.334,77.5614
43.7495,77.7651
44.1791,77.9683
44.6236,78.1708
45.0836,78.3727
45.56,78.5739
46.0535,78.7743
46.565,78.974
47.0955,79.1728
47.646,79.3707
48.2173,79.5677
48.8108,79.7636
49.4275,79.9585
50.0686,80.1522
50.7355,80.3448
51.4296,80.536
52.1523,80.7258
52.9052,80.9141
53.6901,81.1009
54.5085,81.286
55.3625,81.4693
56.2538,81.6506
57.1847,81.8299
58.1572,82.007
59.1736,82.1817
60.2364,82.3539
61.3478,82.5234
62.5104,82.69
63.727,82.8535
65,83.0136
66.3322,83.1702
67.7263,83.3229
69.1849,83.4715
70.7106,83.6157
72.3058,83.7553
73.9726,83.8897
75.7131,84.0189
77.5288,84.1422
79.4208,84.2595
81.3895,84.3703
83.4349,84.4742
85.556,84.5708
87.751,84.6597
90.0169,84.7405
92.3499,84.8129
94.7449,84.8765
97.1957,84.9309
99.6952,84.9759
102.2348,85.0111
104.8056,85.0364
115.1944,85.0364
117.7652,85.0111
120.3048,84.9759
122.8043,84.9309
125.2551,84.8765
127.6501,84.8129
129.9831,84.7405
132.249,84.6597
134.444,84.5708
136.565,84.4742
138.6105,84.3703
140.5792,84.2595
142.4712,84.1422
144.2869,84.0189
146.0274,83.8897
147.6942,83.7553
149.2894,83.6157
150.8151,83.4715
152.2737,83.3229
153.6678,83.1702
155,83.0136
156.273,82.8535
157.4895,82.69
158.6522,82.5234
159.7636,82.3539
160.8263,82.1817
161.8428,82.007
162.8153,81.8299
163.7462,81.6506
164.6375,81.4693
165.4915,81.286
166.3099,81.1009
167.0948,80.9141
167.8477,80.7258
168.5704,80.536
169.2645,80.3448
169.9314,80.1522
170.5725,79.9585
171.1892,79.7636
171.7827,79.5677
172.354,79.3707
172.9044,79.1728
173.435,78.974
173.9465,78.7743
174.44,78.5739
174.9164,78.3727
175.3764,78.1708
175.8209,77.9683
176.2505,77.7651
176.666,77.5614
177.0679,77.3571
177.4569,77.1523
177.8336,76.947
178.1986,76.7412
178.5523,76.5351
178.8952,76.3285
179.2278,76.1215
179.5504,75.9142
179.8637,75.7065
180.1679,75.4986
180.4633,75.2903
180.7505,75.0817
181.0296,74.8729
181.301,74.6639
181.565,74.4546
181.822,74.2451
182.0721,74.0354
182.3156,73.8255
182.5528,73.6155
182.7839,73.4053
183.0092,73.1949
183.2288,72.9844
183.4429,72.7738
183.6518,72.5631
183.8557,72.3522
184.0546,72.1413
184.2488,71.9303
184.4385,71.7192
184.6237,71.5081
184.8047,71.2968
184.9816,71.0856
185.1546,70.8743
185.3236,70.6629
185.4889,70.4516
185.6507,70.2402
185.8089,70.0287
185.9638,69.8173
186.1153,69.6059
186.2637,69.3945
186.4091,69.1831
186.5514,68.9717
186.6908,68.7603
186.8275,68.549
186.9613,68.3377
187.0926,68.1264
187.2213,67.9151
187.3475,67.7039
187.4712,67.4928
187.5926,67.2817
187.7117,67.0707
187.8286,66.8597
188.6901,65.1747
188.7894,64.9645
188.8869,64.7543
188.9829,64.5443
189.0772,64.3344
189.1699,64.1246
189.2611,63.9149
189.3508,63.7053
189.439,63.4958
189.5258,63.2865
189.6111,63.0773
189.6952,62.8682
189.7778,62.6592
189.8592,62.4503
189.9393,62.2416
190.0182,62.0331
190.0958,61.8246
190.1723,61.6164
190.2476,61.4082
190.3217,61.2002
190.3948,60.9924
190.4668,60.7847
190.5377,60.5771
190.6076,60.3697
190.6764,60.1625
190.7443,59.9554
190.8112,59.7485
190.8771,59.5418
190.9421,59.3352
191.0062,59.1288
191.0694,58.9225
191.1317,58.7164
191.1932,58.5105
32.7071,66.8132
32.8288,67.0237
34.3354,69.3417
34.4898,69.5525
34.6474,69.7634
34.8084,69.9742
34.9729,70.1849
35.141,70.3957
35.3128,70.6064
35.4885,70.8171
35.6682,71.0277
35.8519,71.2383
36.0399,71.4488
36.2323,71.6592
36.4293,71.8695
36.6309,72.0798
36.8375,72.2899
37.049,72.5
37.2658,72.7099
37.488,72.9196
37.7158,73.1293
37.9494,73.3388
38.189,73.5481
38.4349,73.7572
38.6873,73.9661
38.9465,74.1749
39.2127,74.3834
39.4861,74.5916
39.7672,74.7997
40.0561,75.0074
40.3532,75.2149
40.6589,75.422
40.9735,75.6288
41.2973,75.8353
41.6309,76.0414
41.9745,76.2471
42.3287,76.4524
42.6938,76.6573
43.0704,76.8617
43.459,77.0655
43.8602,77.2689
44.2744,77.4717
44.7024,77.6739
45.1448,77.8755
45.6022,78.0764
46.0754,78.2766
46.565,78.4761
47.0721,78.6747
47.5973,78.8726
48.1416,79.0695
48.7059,79.2654
49.2914,79.4604
49.8989,79.6543
50.5297,79.847
51.185,80.0385
51.866,80.2288
52.5741,80.4176
53.3106,80.605
54.0772,80.7909
54.8753,80.975
55.7067,81.1575
56.573,81.338
57.4762,81.5165
58.418,81.6928
59.4007,81.8669
60.4261,82.0385
61.4965,82.2075
62.6141,82.3737
63.7811,82.5369
65,82.6969
66.273,82.8535
67.6026,83.0064
68.9909,83.1554
70.4403,83.3003
71.9529,83.4407
73.5308,83.5764
75.1755,83.7071
76.8886,83.8323
78.6713,83.9519
80.5241,84.0654
82.4472,84.1724
84.44,84.2727
86.5014,84.3658
88.6294,84.4514
90.821,84.5292
93.0725,84.5987
95.3791,84.6597
97.7352,84.7119
100.1342,84.7549
102.5686,84.7887
105.0303,84.8129
107.5104,84.8275
110,84.8324
112.4896,84.8275
114.9697,84.8129
117.4314,84.7887
119.8658,84.7549
122.2648,84.7119
124.6209,84.6597
126.9275,84.5987
129.179,84.5292
131.3706,84.4514
133.4986,84.3658
135.56,84.2727
137.5528,84.1724
139.4759,84.0654
141.3287,83.9519
143.1113,83.8323
144.8245,83.7071
146.4692,83.5764
148.047,83.4407
149.5597,83.3003
151.0091,83.1554
152.3974,83.0064
153.727,82.8535
155,82.6969
156.2189,82.5369
157.3859,82.3737
158.5035,82.2075
159.5739,82.0385
160.5993,81.8669
161.5819,81.6928
162.5238,81.5165
163.427,81.338
164.2933,81.1575
165.1247,80.975
165.9228,80.7909
166.6894,80.605
167.4259,80.4176
168.134,80.2288
168.815,80.0385
169.4703,79.847
170.1011,79.6543
170.7086,79.4604
171.2941,79.2654
171.8584,79.0695
172.4027,78.8726
172.9279,78.6747
173.435,78.4761
173.9246,78.2766
174.3978,78.0764
174.8552,77.8755
175.2976,77.6739
175.7256,77.4717
176.1398,77.2689
176.541,77.0655
176.9296,76.8617
177.3062,76.6573
177.6713,76.4524
178.0255,76.2471
178.3691,76.0414
178.7027,75.8353
179.0265,75.6288
179.3411,75.422
179.6468,75.2149
179.9439,75.0074
180.2328,74.7997
180.5139,74.5916
180.7873,74.3834
181.0535,74.1749
181.3127,73.9661
181.565,73.7572
181.811,73.5481
182.0506,73.3388
182.2842,73.1293
182.512,72.9196
182.7342,72.7099
182.951,72.5
183.1625,72.2899
183.369,72.0798
183.5707,71.8695
183.7676,71.6592
183.9601,71.4488
184.1481,71.2383
184.3318,71.0277
184.5115,70.8171
184.6872,70.6064
184.859,70.3957
185.0271,70.1849
185.1916,69.9742
185.3526,69.7634
185.5102,69.5525
185.6646,69.3417
185.8157,69.1309
185.9638,68.9201
186.1088,68.7092
186.2509,68.4984
186.3903,68.2877
186.5268,68.0769
186.6608,67.8662
186.7921,67.6555
186.9209,67.4449
187.0472,67.2343
187.1712,67.0237
187.2929,66.8132
188.0849,65.3416
188.1901,65.1317
188.2936,64.9219
188.3952,64.7122
188.4952,64.5025
188.5934,64.293
188.6901,64.0836
188.7851,63.8742
188.8785,63.665
188.9705,63.4559
189.0609,63.2469
189.1499,63.0381
189.2375,62.8293
189.3236,62.6207
189.4085,62.4122
189.492,62.2038
189.5742,61.9956
189.6551,61.7875
189.7348,61.5795
189.8134,61.3717
189.8907,61.164
189.9669,60.9564
190.0419,60.749
190.1159,60.5418
190.1888,60.3347
190.2606,60.1277
190.3313,59.921
190.4011,59.7143
190.4699,59.5078
190.5377,59.3015
190.6045,59.0954
190.6705,58.8894
190.7355,58.6836
33.2405,66.7648
34.7745,69.0765
34.9314,69.2867
35.0916,69.4969
35.2551,69.7071
35.4222,69.9173
35.5928,70.1274
35.7672,70.3375
35.9454,70.5476
36.1276,70.7575
36.3138,70.9674
36.5044,71.1773
36.6992,71.387
36.8986,71.5967
37.1027,71.8063
37.3116,72.0157
37.5256,72.2251
37.7447,72.4343
37.9691,72.6434
38.1992,72.8523
38.4349,73.061
38.6767,73.2696
38.9246,73.478
39.179,73.6862
39.44,73.8941
39.708,74.1019
39.9831,74.3094
40.2657,74.5166
40.556,74.7235
40.8545,74.9302
41.1613,75.1365
41.4768,75.3425
41.8014,75.5481
42.1355,75.7534
42.4794,75.9582
42.8336,76.1627
43.1986,76.3666
43.5747,76.5701
43.9625,76.7731
44.3624,76.9756
44.7751,77.1775
45.2011,77.3787
45.641,77.5794
46.0954,77.7794
46.565,77.9786
47.0506,78.1771
47.5528,78.3748
48.0725,78.5717
48.6105,78.7676
49.1676,78.9626
49.7449,79.1566
50.3432,79.3496
50.9638,79.5413
51.6075,79.7319
52.2756,79.9212
52.9694,80.1091
53.6901,80.2956
54.439,80.4806
55.2176,80.6639
56.0274,80.8455
56.8699,81.0252
57.7468,81.2029
58.6598,81.3786
59.6107,81.552
60.6013,81.7231
61.6335,81.8916
62.7094,82.0574
63.8309,82.2204
65,82.3803
66.2189,82.5369
67.4895,82.69
68.8141,82.8394
70.1944,82.9848
71.6325,83.1261
73.1301,83.2629
74.6888,83.3949
76.3099,83.5218
77.9946,83.6434
79.7436,83.7593
81.5571,83.8692
83.4349,83.9727
85.3764,84.0696
87.3801,84.1595
89.444,84.242
91.565,84.3168
93.7398,84.3837
95.9638,84.4424
98.2317,84.4925
100.5377,84.5338
102.875,84.5662
105.2364,84.5894
107.6141,84.6034
110,84.608
112.3859,84.6034
114.7636,84.5894
117.125,84.5662
119.4623,84.5338
121.7683,84.4925
124.0362,84.4424
126.2602,84.3837
128.435,84.3168
130.556,84.242
132.6199,84.1595
134.6236,84.0696
136.565,83.9727
138.4429,83.8692
140.2564,83.7593
142.0054,83.6434
143.6901,83.5218
145.3112,83.3949
146.8699,83.2629
148.3675,83.1261
149.8056,82.9848
151.1859,82.8394
152.5105,82.69
153.7811,82.5369
155,82.3803
156.1691,82.2204
157.2906,82.0574
158.3665,81.8916
159.3987,81.7231
160.3893,81.552
161.3402,81.3786
162.2532,81.2029
163.1301,81.0252
163.9726,80.8455
164.7824,80.6639
165.561,80.4806
166.3099,80.2956
167.0306,80.1091
167.7243,79.9212
168.3925,79.7319
169.0362,79.5413
169.6567,79.3496
170.2551,79.1566
170.8324,78.9626
171.3895,78.7676
171.9275,78.5717
172.4472,78.3748
172.9494,78.1771
173.435,77.9786
173.9046,77.7794
174.359,77.5794
174.7989,77.3787
175.2249,77.1775
175.6375,76.9756
176.0375,76.7731
176.4253,76.5701
176.8014,76.3666
177.1664,76.1627
177.5206,75.9582
177.8645,75.7534
178.1986,75.5481
178.5232,75.3425
178.8387,75.1365
179.1455,74.9302
179.444,74.7235
179.7343,74.5166
180.0169,74.3094
180.292,74.1019
180.56,73.8941
180.821,73.6862
181.0754,73.478
181.3233,73.2696
181.565,73.061
181.8008,72.8523
182.0309,72.6434
182.2553,72.4343
182.4744,72.2251
182.6884,72.0157
182.8973,71.8063
183.1013,71.5967
183.3008,71.387
183.4956,71.1773
183.6861,70.9674
183.8724,70.7575
184.0546,70.5476
184.2328,70.3375
184.4072,70.1274
184.5778,69.9173
184.7449,69.7071
184.9084,69.4969
185.0686,69.2867
185.2254,69.0765
185.3791,68.8663
185.5297,68.656
185.6773,68.4458
185.8219,68.2356
185.9638,68.0254
186.1028,67.8152
186.2392,67.605
186.373,67.3949
186.5043,67.1848
186.6331,66.9748
186.7595,66.7648
187.5826,65.2964
187.692,65.0869
187.7995,64.8775
187.9052,64.6682
188.0092,64.459
188.1113,64.2499
188.2118,64.0408
188.3106,63.8319
188.4078,63.6231
188.5034,63.4143
188.5975,63.2057
188.6901,62.9972
188.7812,62.7888
188.8708,62.5805
188.9591,62.3724
189.0459,62.1644
189.1315,61.9565
189.2157,61.7487
189.2986,61.5411
189.3803,61.3336
189.4608,61.1262
189.5401,60.919
189.6182,60.7119
189.6952,60.5049
189.771,60.2981
189.8457,60.0915
189.9194,59.885
189.992,59.6786
190.0636,59.4725
190.1342,59.2664
190.2038,59.0606
190.2724,58.8548
33.7716,66.7144
35.3616,69.02
35.5241,69.2296
35.69,69.4392
35.8594,69.6487
36.0323,69.8582
36.209,70.0677
36.3895,70.2771
36.574,70.4864
36.7625,70.6957
36.9553,70.9048
37.1524,71.1139
37.354,71.3229
37.5603,71.5318
37.7713,71.7406
37.9873,71.9492
38.2085,72.1578
38.4349,72.3661
38.6669,72.5743
38.9046,72.7823
39.1481,72.9902
39.3978,73.1978
39.6538,73.4053
39.9164,73.6125
40.1858,73.8194
40.4623,74.0262
40.7461,74.2326
41.0375,74.4387
41.3369,74.6446
41.6444,74.8501
41.9606,75.0553
42.2856,75.2601
42.6199,75.4645
42.9638,75.6685
43.3177,75.8721
43.6821,76.0752
44.0573,76.2778
44.4439,76.4799
44.8424,76.6815
45.2532,76.8825
45.6768,77.0828
46.1139,77.2826
46.565,77.4816
47.0309,77.68
47.512,77.8775
48.0092,78.0743
48.5231,78.2702
49.0546,78.4653
49.6044,78.6593
50.1735,78.8524
50.7627,79.0444
51.373,79.2352
52.0054,79.4249
52.6609,79.6133
53.3407,79.8003
54.0459,79.9859
54.7778,80.17
55.5377,80.3525
56.3268,80.5333
57.1467,80.7123
57.9987,80.8894
58.8845,81.0644
59.8056,81.2372
60.7636,81.4077
61.7603,81.5758
62.7974,81.7413
63.8767,81.904
65,82.0638
66.1691,82.2204
67.3859,82.3737
68.6522,82.5234
69.9697,82.6694
71.3402,82.8114
72.7652,82.9491
74.2461,83.0823
75.7843,83.2108
77.3808,83.3342
79.0362,83.4523
80.7512,83.5647
82.5256,83.6712
84.359,83.7714
86.2505,83.8651
88.1986,83.9519
90.2011,84.0315
92.2553,84.1037
94.3577,84.1681
96.5043,84.2245
98.6901,84.2727
100.9097,84.3124
103.1572,84.3435
105.4261,84.3658
107.7094,84.3793
110,84.3837
112.2906,84.3793
114.5739,84.3658
116.8428,84.3435
119.0903,84.3124
121.3099,84.2727
123.4957,84.2245
125.6422,84.1681
127.7447,84.1037
129.7989,84.0315
131.8014,83.9519
133.7495,83.8651
135.641,83.7714
137.4744,83.6712
139.2488,83.5647
140.9638,83.4523
142.6192,83.3342
144.2157,83.2108
145.7539,83.0823
147.2348,82.9491
148.6598,82.8114
150.0303,82.6694
151.3478,82.5234
152.6141,82.3737
153.8309,82.2204
155,82.0638
156.1233,81.904
157.2026,81.7413
158.2397,81.5758
159.2364,81.4077
160.1944,81.2372
161.1155,81.0644
162.0013,80.8894
162.8533,80.7123
163.6732,80.5333
164.4623,80.3525
165.2222,80.17
165.9541,79.9859
166.6593,79.8003
167.3391,79.6133
167.9946,79.4249
168.627,79.2352
169.2373,79.0444
169.8265,78.8524
170.3956,78.6593
170.9454,78.4653
171.4769,78.2702
171.9908,78.0743
172.488,77.8775
172.9691,77.68
173.435,77.4816
173.8861,77.2826
174.3232,77.0828
174.7468,76.8825
175.1576,76.6815
175.556,76.4799
175.9426,76.2778
176.3179,76.0752
176.6823,75.8721
177.0362,75.6685
177.3801,75.4645
177.7144,75.2601
178.0394,75.0553
178.3556,74.8501
178.6631,74.6446
178.9625,74.4387
179.2539,74.2326
179.5377,74.0262
179.8142,73.8194
180.0836,73.6125
180.3462,73.4053
180.6022,73.1978
180.8519,72.9902
181.0954,72.7823
181.3331,72.5743
181.565,72.3661
181.7915,72.1578
182.0127,71.9492
182.2287,71.7406
182.4397,71.5318
182.646,71.3229
182.8476,71.1139
183.0447,70.9048
183.2375,70.6957
183.426,70.4864
183.6105,70.2771
183.791,70.0677
183.9677,69.8582
184.1406,69.6487
184.31,69.4392
184.4759,69.2296
184.6384,69.02
184.7976,68.8104
184.9536,68.6007
185.1065,68.3911
185.2564,68.1815
185.4034,67.9718
185.5476,67.7622
185.689,67.5526
185.8277,67.343
185.9638,67.1334
186.0973,66.9239
186.4834,66.2956
187.0822,65.2494
187.3073,64.8314
187.5249,64.4137
187.6309,64.205
187.7352,63.9963
187.8378,63.7878
187.9387,63.5794
188.038,63.371
188.1356,63.1628
188.2317,62.9547
188.3263,62.7467
188.4194,62.5388
188.511,62.331
188.6012,62.1233
188.6901,61.9158
188.7775,61.7083
188.8637,61.501
188.9485,61.2939
189.0321,61.0869
189.1145,60.88
189.1956,60.6732
189.2756,60.4666
189.3543,60.2601
189.432,60.0538
189.5085,59.8476
189.584,59.6415
189.6584,59.4356
189.7317,59.2299
189.804,59.0243
34.167,66.4532
34.3003,66.6621
36.1134,69.1703
36.2849,69.3792
36.46,69.5881
36.6388,69.7969
36.8214,70.0057
37.0079,70.2144
37.1985,70.423
37.3933,70.6315
37.5924,70.8399
37.796,71.0483
38.0042,71.2565
38.2171,71.4646
38.4349,71.6725
38.6579,71.8803
38.8861,72.088
39.1197,72.2955
39.359,72.5028
39.6041,72.7099
39.8552,72.9168
40.1126,73.1235
40.3764,73.3299
40.647,73.5361
40.9245,73.7421
41.2092,73.9477
41.5014,74.1531
41.8014,74.3581
42.1094,74.5629
42.4259,74.7672
42.751,74.9712
43.0851,75.1748
43.4287,75.378
43.782,75.5807
44.1455,75.783
44.5196,75.9847
44.9048,76.186
45.3014,76.3867
45.7099,76.5868
46.131,76.7863
46.565,76.9851
47.0127,77.1833
47.4744,77.3807
47.951,77.5774
48.4429,77.7733
48.951,77.9683
49.4759,78.1624
50.0184,78.3556
50.5792,78.5477
51.1593,78.7388
51.7595,78.9288
52.3807,79.1176
53.0239,79.3051
53.6901,79.4913
54.3803,79.6761
55.0958,79.8593
55.8376,80.0411
56.6071,80.2211
57.4054,80.3994
58.2338,80.5758
59.0939,80.7501
59.9869,80.9224
60.9144,81.0925
61.8779,81.2601
62.8789,81.4253
63.9191,81.5878
65,81.7474
66.1233,81.904
67.2906,82.0574
68.5035,82.2075
69.7636,82.3539
71.0724,82.4966
72.4314,82.6352
73.8418,82.7695
75.3048,82.8993
76.8215,83.0244
78.3925,83.1444
80.0184,83.2591
81.6992,83.3683
83.4349,83.4715
85.2249,83.5686
87.0679,83.6592
88.9625,83.7432
90.9065,83.8201
92.8973,83.8897
94.9315,83.9519
97.0054,84.0062
99.1145,84.0527
101.2538,84.0909
103.4181,84.1208
105.6013,84.1422
107.7974,84.1552
110,84.1595
112.2026,84.1552
114.3987,84.1422
116.5819,84.1208
118.7462,84.0909
120.8855,84.0527
122.9946,84.0062
125.0685,83.9519
127.1027,83.8897
129.0935,83.8201
131.0375,83.7432
132.9321,83.6592
134.7751,83.5686
136.565,83.4715
138.3008,83.3683
139.9816,83.2591
141.6075,83.1444
143.1785,83.0244
144.6952,82.8993
146.1582,82.7695
147.5686,82.6352
148.9275,82.4966
150.2364,82.3539
151.4965,82.2075
152.7094,82.0574
153.8767,81.904
155,81.7474
156.0809,81.5878
157.1211,81.4253
158.1221,81.2601
159.0856,81.0925
160.0131,80.9224
160.9061,80.7501
161.7662,80.5758
162.5946,80.3994
163.3929,80.2211
164.1624,80.0411
164.9042,79.8593
165.6196,79.6761
166.3099,79.4913
166.9761,79.3051
167.6193,79.1176
168.2405,78.9288
168.8407,78.7388
169.4208,78.5477
169.9816,78.3556
170.5241,78.1624
171.049,77.9683
171.5571,77.7733
172.049,77.5774
172.5256,77.3807
172.9873,77.1833
173.435,76.9851
173.869,76.7863
174.29,76.5868
174.6986,76.3867
175.0952,76.186
175.4804,75.9847
175.8545,75.783
176.218,75.5807
176.5713,75.378
176.9149,75.1748
177.249,74.9712
177.5741,74.7672
177.8905,74.5629
178.1986,74.3581
178.4986,74.1531
178.7908,73.9477
179.0755,73.7421
179.353,73.5361
179.6236,73.3299
179.8874,73.1235
180.1448,72.9168
180.3959,72.7099
180.641,72.5028
180.8803,72.2955
181.1139,72.088
181.3421,71.8803
181.565,71.6725
181.7829,71.4646
181.9958,71.2565
182.204,71.0483
182.4076,70.8399
182.6067,70.6315
182.8015,70.423
182.9921,70.2144
183.1786,70.0057
183.3612,69.7969
183.54,69.5881
183.7151,69.3792
183.8866,69.1703
184.0546,68.9613
184.2193,68.7524
184.3806,68.5433
184.5388,68.3343
184.6939,68.1253
184.8459,67.9162
184.9951,67.7072
185.1414,67.4981
185.2849,67.2891
185.4258,67.0801
185.564,66.8711
185.6997,66.6621
185.833,66.4532
186.9307,64.575
187.0424,64.3666
187.1523,64.1583
187.2604,63.9501
187.3666,63.742
187.4712,63.534
187.5741,63.3261
187.6753,63.1182
187.7749,62.9105
187.8729,62.7029
187.9694,62.4954
188.0644,62.288
188.1579,62.0807
188.25,61.8735
188.3407,61.6664
188.43,61.4595
188.518,61.2527
188.6047,61.046
188.6901,60.8394
188.7742,60.633
188.8571,60.4267
188.9388,60.2205
189.0193,60.0145
189.0987,59.8087
189.177,59.6029
189.2541,59.3974
189.3302,59.1919
34.5536,66.1911
34.6888,66.3995
34.8265,66.6079
36.6992,69.1089
36.8763,69.3171
37.057,69.5253
37.2415,69.7334
37.4299,69.9415
37.6223,70.1494
37.8189,70.3573
38.0198,70.5651
38.2251,70.7727
38.4349,70.9802
38.6495,71.1877
38.869,71.3949
39.0935,71.602
39.3232,71.809
39.5582,72.0157
39.7989,72.2223
40.0452,72.4287
40.2976,72.6349
40.556,72.8408
40.8209,73.0466
41.0923,73.252
41.3706,73.4572
41.656,73.6621
41.9487,73.8667
42.249,74.0709
42.5572,74.2748
42.8737,74.4784
43.1986,74.6816
43.5323,74.8844
43.8753,75.0867
44.2277,75.2886
44.5901,75.49
44.9628,75.691
45.3462,75.8914
45.7407,76.0912
46.1468,76.2905
46.565,76.4891
46.9958,76.6871
47.4397,76.8844
47.8973,77.0809
48.369,77.2767
48.8557,77.4717
49.3577,77.6658
49.876,77.8591
50.4111,78.0514
50.9638,78.2427
51.5348,78.4329
52.125,78.622
52.7352,78.8099
53.3664,78.9966
54.0193,79.182
54.6951,79.366
55.3948,79.5485
56.1193,79.7295
56.8699,79.9088
57.6476,80.0864
58.4537,80.2621
59.2894,80.4359
60.156,80.6077
61.0548,80.7773
61.9872,80.9445
62.9546,81.1094
63.9584,81.2716
65,81.4311
66.0809,81.5878
67.2026,81.7413
68.3665,81.8916
69.5739,82.0385
70.8263,82.1817
72.125,82.3211
73.4711,82.4565
74.8658,82.5875
76.3099,82.7141
77.8043,82.8359
79.3493,82.9527
80.9454,83.0642
82.5924,83.1702
84.29,83.2703
86.0375,83.3645
87.8336,83.4523
89.6769,83.5335
91.565,83.6078
93.4956,83.6751
95.4655,83.7351
97.4712,83.7876
99.5085,83.8323
101.573,83.8692
103.6598,83.898
105.7636,83.9187
107.8789,83.9311
110,83.9352
112.1211,83.9311
114.2364,83.9187
116.3402,83.898
118.427,83.8692
120.4915,83.8323
122.5288,83.7876
124.5344,83.7351
126.5044,83.6751
128.435,83.6078
130.3231,83.5335
132.1663,83.4523
133.9625,83.3645
135.7099,83.2703
137.4076,83.1702
139.0546,83.0642
140.6507,82.9527
142.1957,82.8359
143.6901,82.7141
145.1342,82.5875
146.5289,82.4565
147.875,82.3211
149.1737,82.1817
150.4261,82.0385
151.6335,81.8916
152.7974,81.7413
153.9191,81.5878
155,81.4311
156.0416,81.2716
157.0454,81.1094
158.0128,80.9445
158.9452,80.7773
159.844,80.6077
160.7106,80.4359
161.5463,80.2621
162.3524,80.0864
163.1301,79.9088
163.8807,79.7295
164.6052,79.5485
165.3048,79.366
165.9807,79.182
166.6336,78.9966
167.2648,78.8099
167.875,78.622
168.4652,78.4329
169.0362,78.2427
169.5889,78.0514
170.124,77.8591
170.6422,77.6658
171.1443,77.4717
171.631,77.2767
172.1027,77.0809
172.5603,76.8844
173.0042,76.6871
173.435,76.4891
173.8532,76.2905
174.2593,76.0912
174.6538,75.8914
175.0372,75.691
175.4099,75.49
175.7722,75.2886
176.1247,75.0867
176.4677,74.8844
176.8014,74.6816
177.1263,74.4784
177.4427,74.2748
177.751,74.0709
178.0513,73.8667
178.344,73.6621
178.6294,73.4572
178.9077,73.252
179.1791,73.0466
179.444,72.8408
179.7024,72.6349
179.9548,72.4287
180.2011,72.2223
180.4417,72.0157
180.6768,71.809
180.9065,71.602
181.131,71.3949
181.565,70.9802
181.7749,70.7727
181.9802,70.5651
182.1811,70.3573
182.3777,70.1494
182.5701,69.9415
